Age (ka),d18O (permil),d18O sigma (permil)
918,4.178512513,0.155187248
919,4.276511435,0.152169947
920,4.348727987,0.149212871
921,4.37982001,0.146941981
922,4.366910963,0.146153728
923,4.312438272,0.146542771
924,4.244202942,0.147946782
925,4.17813805,0.150403832
926,4.121791267,0.153504458
927,4.080703162,0.15653094
928,4.035887204,0.159589754
929,3.987583801,0.161968071
930,3.94097673,0.162808697
931,3.887887749,0.163263789
932,3.83494534,0.162420111
933,3.79849445,0.160334324
934,3.764010942,0.157865124
935,3.725524921,0.154577793
936,3.673086597,0.150680746
937,3.625035079,0.144517161
938,3.605872785,0.138809814
939,3.590000189,0.13349287
940,3.567816953,0.128900071
941,3.533276366,0.125306382
942,3.486674209,0.122707869
943,3.437479738,0.120779407
944,3.393954361,0.119635681
945,3.358469298,0.118916652
946,3.329340565,0.11866228
947,3.301179225,0.118956561
948,3.272531089,0.119891129
949,3.251462788,0.122070998
950,3.240115152,0.125879713
951,3.226419508,0.131399557
952,3.207616408,0.138670191
953,3.193937571,0.147157913
954,3.193971698,0.157163695
955,3.195360157,0.168575853
956,3.19386,0.181126062
957,3.202514971,0.193005416
958,3.254000662,0.204877357
959,3.375506511,0.215827958
960,3.555938626,0.224324883
961,3.7460226,0.229071365
962,3.912075029,0.230690973
963,4.045292476,0.229732023
964,4.143972113,0.226385679
965,4.209957924,0.221290346
966,4.247655468,0.215220129
967,4.257632992,0.208686506
968,4.238664615,0.202109539
969,4.1968,0.195693678
970,4.146044522,0.189397537
971,4.085430769,0.183507313
972,4.01624191,0.178109313
973,3.944402339,0.173135833
974,3.875666923,0.168482144
975,3.818890273,0.164121308
976,3.777384425,0.160243809
977,3.74504,0.157117673
978,3.715685088,0.154911342
979,3.686893674,0.153709401
980,3.657952308,0.153640574
981,3.632274347,0.154821758
982,3.617356667,0.157169449
983,3.621331538,0.160493595
984,3.656732904,0.164300889
985,3.727215185,0.167387104
986,3.813610117,0.169133363
987,3.884795239,0.168803535
988,3.931032066,0.166442742
989,3.965783684,0.161813118
990,3.997643223,0.155503748
991,4.012785205,0.148275124
992,4.000724444,0.140467285
993,3.968048715,0.132375688
994,3.927278596,0.124557689
995,3.88684,0.117536968
996,3.845923821,0.111951176
997,3.813240565,0.108286026
998,3.783949932,0.106687829
999,3.757458041,0.106584015
1000,3.726103659,0.108042028
1001,3.689971165,0.110300729
1002,3.662052353,0.112719423
1003,3.651048641,0.115423989
1004,3.657117573,0.118463106
1005,3.675216275,0.121683189
1006,3.708801845,0.125229431
1007,3.783653495,0.129039912
1008,3.902996667,0.132139278
1009,4.018807476,0.134007106
1010,4.088277353,0.135468183
1011,4.108290583,0.137102656
1012,4.093261456,0.138766075
1013,4.057898725,0.140561306
1014,4.02041835,0.142463439
1015,3.987408641,0.144549571
1016,3.953851569,0.147085439
1017,3.918165922,0.149914637
1018,3.883545534,0.152743179
1019,3.846443824,0.155550346
1020,3.798971359,0.158121849
1021,3.75035,0.16014752
1022,3.712253301,0.161958233
1023,3.689975243,0.163397244
1024,3.689717843,0.164322733
1025,3.70098767,0.164229007
1026,3.679565825,0.163363487
1027,3.632238824,0.162425716
1028,3.576852233,0.161133193
1029,3.524249412,0.158967452
1030,3.492402621,0.156121301
1031,3.498545146,0.153577411
1032,3.533205882,0.151310664
1033,3.567137961,0.149256387
1034,3.59507,0.147979253
1035,3.62822534,0.147392079
1036,3.678632941,0.147806312
1037,3.751922718,0.148669606
1038,3.856811262,0.14916385
1039,3.983135882,0.148876845
1040,4.090846796,0.147670029
1041,4.15574,0.146044274
1042,4.195763107,0.144770201
1043,4.225942524,0.143475406
1044,4.236041176,0.141849943
1045,4.229024369,0.139977039
1046,4.221359417,0.137878722
1047,4.21814,0.135928321
1048,4.208325631,0.134679925
1049,4.188935588,0.134371505
1050,4.167231165,0.134923528
1051,4.140184175,0.136446373
1052,4.103604706,0.139154139
1053,4.068217282,0.143083923
1054,4.041294951,0.148474582
1055,4.019972353,0.156004453
1056,3.998733689,0.166196917
1057,3.96506068,0.178850936
1058,3.909727941,0.193066511
1059,3.839041262,0.207465253
1060,3.76642,0.221080591
1061,3.702257476,0.233290003
1062,3.645154369,0.243062461
1063,3.583794902,0.249705122
1064,3.514186214,0.252587551
1065,3.439198835,0.251634393
1066,3.364964706,0.247253988
1067,3.303382524,0.240083199
1068,3.261072255,0.231219158
1069,3.233308932,0.222075535
1070,3.212033592,0.213404355
1071,3.187602843,0.206349682
1072,3.161489903,0.200654036
1073,3.14282,0.196051142
1074,3.13981,0.192144726
1075,3.15296,0.189147844
1076,3.17473,0.186316004
1077,3.20789,0.183641394
1078,3.25607,0.181470444
1079,3.31049,0.179078898
1080,3.36108,0.176060796
1081,3.404,0.172534031
1082,3.4418,0.168570137
1083,3.47907,0.164916161
1084,3.51136,0.161386693
1085,3.52898,0.157489553
1086,3.53847,0.152924933
1087,3.55079,0.14853509
1088,3.56135,0.14486357
1089,3.57246,0.142046049
1090,3.58637,0.13987762
1091,3.60154,0.138485364
1092,3.62029,0.137940809
1093,3.64609,0.138652733
1094,3.68154,0.140441932
1095,3.71543,0.143077562
1096,3.73678,0.145852748
1097,3.7555,0.149574561
1098,3.78004,0.153694631
1099,3.80177,0.157855556
1100,3.82979,0.161825947
1101,3.85586,0.165381673
1102,3.88524,0.168400369
1103,3.9163,0.171627484
1104,3.93847,0.174582341
1105,3.95118,0.177782174
1106,3.95173,0.181564355
1107,3.94531,0.186149746
1108,3.93602,0.191399797
1109,3.92348,0.197110103
1110,3.90063,0.202859203
1111,3.85775,0.207472529
1112,3.79167,0.211017205
1113,3.73284,0.213933775
1114,3.69244,0.215603316
1115,3.66591,0.216579693
1116,3.64692,0.217606178
1117,3.63259,0.21903185
1118,3.6308,0.220985547
1119,3.6446,0.223191678
1120,3.67099,0.22511416
1121,3.71213,0.226819775
1122,3.7588,0.227445509
1123,3.80236,0.22682991
1124,3.84177,0.224978219
1125,3.88864,0.22168688
1126,3.94322,0.217159013
1127,4.00542,0.212236845
1128,4.06563,0.206455103
1129,4.11337,0.200806833
1130,4.15148,0.195470665
1131,4.19476,0.191018654
1132,4.23496,0.187477601
1133,4.25444,0.184871342
1134,4.241873962,0.183301511
1135,4.210516792,0.182715539
1136,4.178732264,0.18275217
1137,4.134033585,0.183118548
1138,4.074725794,0.183545869
1139,4.008888396,0.18372391
1140,3.94092283,0.183686071
1141,3.875967925,0.18329446
1142,3.824558868,0.182542353
1143,3.799497075,0.181640635
1144,3.801134717,0.180417146
1145,3.808282264,0.178484071
1146,3.798065849,0.175995866
1147,3.772453113,0.173160896
1148,3.744038879,0.169740414
1149,3.717579623,0.166058938
1150,3.704559245,0.162267315
1151,3.703021509,0.158243514
1152,3.683198491,0.154231614
1153,3.64409566,0.150305037
1154,3.602428113,0.14634247
1155,3.569825283,0.142433932
1156,3.544391321,0.138637012
1157,3.519476415,0.135002674
1158,3.493536792,0.131610447
1159,3.471855794,0.1285085
1160,3.456365377,0.125708409
1161,3.444639717,0.123221906
1162,3.433919434,0.121033164
1163,3.42182934,0.119235198
1164,3.41122934,0.11812857
1165,3.407676038,0.11771949
1166,3.40354934,0.117778002
1167,3.397936604,0.118130541
1168,3.398068679,0.118989992
1169,3.391963458,0.120225937
1170,3.385108113,0.121694833
1171,3.390411509,0.123490631
1172,3.410315283,0.125006687
1173,3.432771509,0.126039384
1174,3.451263962,0.126629339
1175,3.468393962,0.126991586
1176,3.481946415,0.126650285
1177,3.485620943,0.125368436
1178,3.480218679,0.123557358
1179,3.476216729,0.121725715
1180,3.482658679,0.120230461
1181,3.495186981,0.119167071
1182,3.502146321,0.118381133
1183,3.510290094,0.117886786
1184,3.52340566,0.117598587
1185,3.531846887,0.117789153
1186,3.533535566,0.118319666
1187,3.536774717,0.119617442
1188,3.539264245,0.121345046
1189,3.543428491,0.123744904
1190,3.547535607,0.126667039
1191,3.550843208,0.129851844
1192,3.556603208,0.133220467
1193,3.575767736,0.136490119
1194,3.619416792,0.139323611
1195,3.69518283,0.141444028
1196,3.799088491,0.14265592
1197,3.911087925,0.142823239
1198,4.010769434,0.14186583
1199,4.090026168,0.140081046
1200,4.14747217,0.138044903
1201,4.196247075,0.135798558
1202,4.247990943,0.133764526
1203,4.299689057,0.132221591
1204,4.336178302,0.130766449
1205,4.353181604,0.129720529
1206,4.350807075,0.129330863
1207,4.332250189,0.129480824
1208,4.30843566,0.129907804
1209,4.288040849,0.130561893
1210,4.272871589,0.131514615
1211,4.264379434,0.132923017
1212,4.255199434,0.134995948
1213,4.230990189,0.137579497
1214,4.18722717,0.140385113
1215,4.132238491,0.143561476
1216,4.07502717,0.147222421
1217,4.018839057,0.15101805
1218,3.964288491,0.154442352
1219,3.916070377,0.157153106
1220,3.88291,0.159162955
1221,3.873863271,0.160335214
1222,3.884293491,0.161579333
1223,3.902763962,0.16240971
1224,3.913887547,0.162587146
1225,3.91377434,0.162537017
1226,3.904161509,0.162182406
1227,3.887130189,0.161758717
1228,3.860930849,0.161233241
1229,3.817389811,0.160853243
1230,3.750806916,0.160350352
1231,3.669325472,0.158774154
1232,3.591267736,0.156248336
1233,3.527929434,0.153862419
1234,3.473546415,0.151363297
1235,3.422448113,0.148877086
1236,3.36680434,0.14648091
1237,3.310688679,0.144110583
1238,3.264622642,0.142033292
1239,3.234613962,0.140071555
1240,3.219844151,0.139137535
1241,3.212048411,0.138998106
1242,3.208310755,0.139844721
1243,3.204676792,0.141453105
1244,3.198451792,0.143927843
1245,3.19094717,0.147198397
1246,3.182215,0.150990308
1247,3.17346066,0.155064424
1248,3.171470943,0.159313749
1249,3.18795066,0.163562647
1250,3.234222642,0.167415468
1251,3.314466542,0.170637908
1252,3.427815094,0.173288243
1253,3.570592453,0.175146477
1254,3.73296566,0.175508945
1255,3.89410717,0.173808479
1256,4.028714717,0.170719716
1257,4.126163019,0.167473933
1258,4.197677736,0.164045979
1259,4.249541887,0.160664539
1260,4.279393962,0.157580115
1261,4.274821132,0.154913805
1262,4.242274953,0.152761195
1263,4.196174151,0.151398815
1264,4.140478585,0.150570047
1265,4.080853868,0.149696384
1266,4.032039906,0.148690557
1267,4.002506698,0.147631737
1268,3.985405283,0.146446649
1269,3.964174528,0.145590914
1270,3.93272066,0.145110652
1271,3.895676355,0.144389104
1272,3.85491,0.143709592
1273,3.800900566,0.143098742
1274,3.744966792,0.141592315
1275,3.69309434,0.139559976
1276,3.650680943,0.137642088
1277,3.609666604,0.135165625
1278,3.568953396,0.132667219
1279,3.538889245,0.130110854
1280,3.522404717,0.127877555
1281,3.512009245,0.126230733
1282,3.502346636,0.125194154
1283,3.496051321,0.124953688
1284,3.499420283,0.125609342
1285,3.517688868,0.126977679
1286,3.555174057,0.129170844
1287,3.617928302,0.132776041
1288,3.702269811,0.137009568
1289,3.787916038,0.140632809
1290,3.865783962,0.144165906
1291,3.948062642,0.147942206
1292,4.036512925,0.150368864
1293,4.102212523,0.151083568
1294,4.119924906,0.151261408
1295,4.095479623,0.151603557
1296,4.061244528,0.151804681
1297,4.036933208,0.151964854
1298,4.016095094,0.15232818
1299,3.989690189,0.152777629
1300,3.957272453,0.153302011
1301,3.921771321,0.154081255
1302,3.887050654,0.154940468
1303,3.852895566,0.155718938
1304,3.817108868,0.156755679
1305,3.787948396,0.157379327
1306,3.772273868,0.15766893
1307,3.756151226,0.156910203
1308,3.726822358,0.155334359
1309,3.685463113,0.15314799
1310,3.641099057,0.150402276
1311,3.596671981,0.14768852
1312,3.557837075,0.145586221
1313,3.530035701,0.144019125
1314,3.508172075,0.143042715
1315,3.48593283,0.142856782
1316,3.46252717,0.143616696
1317,3.441686792,0.144945547
1318,3.428226792,0.146283269
1319,3.427057358,0.147527289
1320,3.443826981,0.148523023
1321,3.479117547,0.148991528
1322,3.519719245,0.14919874
1323,3.564155327,0.149139932
1324,3.612811038,0.148339333
1325,3.657914811,0.14747527
1326,3.69618934,0.146305611
1327,3.740569528,0.144994766
1328,3.791558774,0.143022105
1329,3.842198019,0.13993408
1330,3.882953019,0.136738616
1331,3.910427547,0.133961458
1332,3.929912736,0.131600622
1333,3.946278037,0.129605843
1334,3.960517925,0.128014322
1335,3.969993396,0.126976153
1336,3.974213962,0.126505887
1337,3.979154717,0.1264935
1338,3.988011887,0.127235188
1339,4.001788491,0.128856123
1340,4.015676226,0.131143203
1341,4.028370189,0.134133127
1342,4.034624906,0.137748029
1343,4.031699057,0.142048969
1344,4.017572617,0.146725299
1345,3.988013774,0.151843257
1346,3.942641981,0.157259793
1347,3.883656604,0.162585072
1348,3.814340755,0.167207127
1349,3.742914151,0.170335948
1350,3.675578302,0.172416959
1351,3.608894717,0.174179781
1352,3.536907264,0.175187209
1353,3.46107434,0.174906647
1354,3.390533458,0.17364613
1355,3.332618868,0.171518361
1356,3.283773019,0.168742897
1357,3.24993566,0.165389246
1358,3.229534717,0.161903494
1359,3.21778,0.15870434
1360,3.212161053,0.155233501
1361,3.211386316,0.152306156
1362,3.215564149,0.149712329
1363,3.229208632,0.147219848
1364,3.253346737,0.145088653
1365,3.290609579,0.143508432
1366,3.343568737,0.142149562
1367,3.408408316,0.14056287
1368,3.481678,0.139396628
1369,3.563488211,0.138588918
1370,3.644228511,0.136351174
1371,3.700609053,0.133600863
1372,3.734944316,0.131302757
1373,3.763569158,0.128938769
1374,3.796912737,0.126929662
1375,3.830353579,0.124974431
1376,3.876868737,0.123115258
1377,3.919225368,0.121710095
1378,3.953644,0.119909939
1379,3.976354316,0.118439484
1380,3.986503158,0.11798686
1381,3.998648421,0.118477269
1382,4.022823053,0.119283043
1383,4.052343474,0.119864391
1384,4.072176737,0.120316483
1385,4.069161277,0.120849522
1386,3.986658737,0.135387566
1387,3.820541158,0.167473776
1388,3.721186211,0.180723894
1389,3.689921684,0.177901972
1390,3.669242526,0.174954931
1391,3.654548526,0.172021503
1392,3.639783053,0.169006013
1393,3.613577553,0.165716044
1394,3.580739474,0.161950274
1395,3.551678421,0.157978473
1396,3.52704,0.154326461
1397,3.501898421,0.150812121
1398,3.480626842,0.14761413
1399,3.463190426,0.144527891
1400,3.450470737,0.141920573
1401,3.442336842,0.139914823
1402,3.434279368,0.137804065
1403,3.431583368,0.136024686
1404,3.435974105,0.134744601
1405,3.448862105,0.13398945
1406,3.471311263,0.13450116
1407,3.508577234,0.136148339
1408,3.557396105,0.13739935
1409,3.607429684,0.137966476
1410,3.655541684,0.138917419
1411,3.705660842,0.140610134
1412,3.756743579,0.142336142
1413,3.796724737,0.143993086
1414,3.824426632,0.146584867
1415,3.842631158,0.149760457
1416,3.850443789,0.15392847
1417,3.845555368,0.158816438
1418,3.822518526,0.164147469
1419,3.793053579,0.169274784
1420,3.773956737,0.173810289
1421,3.766507474,0.177925064
1422,3.799882128,0.168405
1423,3.847848632,0.145880334
1424,3.814500737,0.139379333
1425,3.761332316,0.137720193
1426,3.709838842,0.136267943
1427,3.653146211,0.134675656
1428,3.586660947,0.133135326
1429,3.509016316,0.131387926
1430,3.435127128,0.128906603
1431,3.373675789,0.126846884
1432,3.322454737,0.12506886
1433,3.28559,0.123865326
1434,3.263257368,0.123059738
1435,3.248803684,0.122509294
1436,3.236969255,0.122235148
1437,3.230134105,0.122476684
1438,3.225296,0.123289138
1439,3.222442421,0.124867889
1440,3.217650842,0.127420987
1441,3.212628632,0.131032859
1442,3.210501895,0.135817237
1443,3.210025158,0.14155075
1444,3.209440638,0.148339948
1445,3.208079789,0.156393119
1446,3.202949368,0.165308351
1447,3.197751053,0.174329594
1448,3.202229684,0.183146649
1449,3.233462947,0.191925538
1450,3.315484316,0.200602374
1451,3.450131053,0.207554298
1452,3.624266316,0.211888419
1453,3.808976211,0.212297381
1454,3.970544632,0.21106808
1455,4.084903158,0.20821802
1456,4.153777263,0.204246948
1457,4.180244632,0.199359853
1458,4.175702421,0.194322833
1459,4.155204894,0.188979441
1460,4.125788947,0.183641003
1461,4.083233789,0.178698982
1462,4.022487895,0.174031025
1463,3.946790632,0.169009675
1464,3.868185158,0.163665558
1465,3.791294105,0.158957164
1466,3.714918526,0.154909934
1467,3.646590319,0.150855199
1468,3.586635263,0.146979003
1469,3.531676316,0.143800618
1470,3.4793,0.140787508
1471,3.43589,0.138238705
1472,3.399417368,0.136420943
1473,3.366576383,0.134867473
1474,3.338657789,0.132893818
1475,3.316489158,0.131509176
1476,3.303002211,0.130463251
1477,3.301630842,0.129388102
1478,3.307925474,0.128520261
1479,3.308882947,0.12804488
1480,3.301190632,0.128298333
1481,3.290843191,0.129154415
1482,3.280116526,0.130543024
1483,3.272159684,0.132663154
1484,3.269152526,0.13567321
1485,3.268421474,0.139165223
1486,3.276738526,0.143377034
1487,3.320956421,0.148729124
1488,3.420599368,0.154134388
1489,3.565641684,0.158234345
1490,3.726712842,0.16036519
1491,3.881300316,0.161647376
1492,4.011363895,0.162677642
1493,4.107654211,0.162708843
1494,4.167873158,0.161690645
1495,4.197547368,0.160369029
1496,4.20491383,0.159048899
1497,4.197010842,0.157953372
1498,4.180143684,0.156849646
1499,4.158790421,0.155549112
1500,4.136220737,0.15437045
1501,4.110002632,0.153357419
1502,4.072709474,0.152556971
1503,4.020842737,0.15168248
1504,3.960124362,0.151059862
1505,3.900033684,0.151093303
1506,3.841253684,0.151849679
1507,3.78139,0.152680222
1508,3.726652105,0.152729562
1509,3.685735263,0.152546673
1510,3.656992021,0.152936034
1511,3.635300632,0.153587162
1512,3.619794105,0.154494848
1513,3.608465053,0.15545554
1514,3.602333263,0.156939091
1515,3.603049579,0.15888295
1516,3.606558421,0.160739249
1517,3.611446,0.162530076
1518,3.62391766,0.16443947
1519,3.647274,0.166471539
1520,3.684911895,0.168098094
1521,3.738460526,0.169402345
1522,3.805113158,0.169982264
1523,3.874851895,0.169892061
1524,3.942668737,0.169377599
1525,4.014803895,0.168906105
1526,4.094286211,0.167815848
1527,4.170066,0.165656696
1528,4.230107684,0.163157049
1529,4.265661158,0.161167408
1530,4.283521895,0.15920103
1531,4.291857474,0.157565663
1532,4.295722105,0.156324752
1533,4.295034681,0.155433052
1534,4.282596947,0.154902442
1535,4.252055474,0.154749887
1536,4.204726,0.155008019
1537,4.145840842,0.155603511
1538,4.081046316,0.156344072
1539,4.017702842,0.157272127
1540,3.964043684,0.158472214
1541,3.917497021,0.160326841
1542,3.876071579,0.162447122
1543,3.839836842,0.164634711
1544,3.81132,0.166638131
1545,3.790055789,0.168515154
1546,3.771414737,0.170288945
1547,3.753520745,0.171848402
1548,3.738757368,0.173433106
1549,3.72777,0.17484133
1550,3.715264211,0.175574982
1551,3.702151789,0.175588315
1552,3.690091789,0.175511017
1553,3.677748421,0.17557777
1554,3.663334421,0.175745702
1555,3.645882766,0.175555025
1556,3.627,0.174735218
1557,3.608465474,0.173487102
1558,3.592130737,0.172678365
1559,3.578304947,0.171595327
1560,3.569980105,0.170619145
1561,3.569790947,0.169663202
1562,3.579350526,0.168659595
1563,3.599735368,0.16779175
1564,3.629745474,0.166943704
1565,3.671058632,0.166026854
1566,3.726291474,0.165083933
1567,3.793956947,0.163660665
1568,3.870159474,0.162122816
1569,3.947607789,0.160574733
1570,4.01670383,0.158442447
1571,4.070464,0.155724875
1572,4.106176947,0.153027034
1573,4.121038632,0.150682749
1574,4.113230105,0.148847649
1575,4.086019158,0.147416319
1576,4.047082316,0.145993422
1577,4.002909895,0.144693448
1578,3.956545319,0.143449256
1579,3.912945263,0.142552825
1580,3.874212632,0.142196605
1581,3.83856,0.142069785
1582,3.805813158,0.142048004
1583,3.780867895,0.141951214
1584,3.761743723,0.142415458
1585,3.746315684,0.143354215
1586,3.735746211,0.144382908
1587,3.730932,0.145360878
1588,3.729048632,0.146525818
1589,3.726292,0.147713955
1590,3.720739158,0.148893145
1591,3.710755789,0.14978488
1592,3.697764255,0.150635545
1593,3.683323053,0.151753635
1594,3.666588,0.15273453
1595,3.647328211,0.153472264
1596,3.625761368,0.154258926
1597,3.601695684,0.155065295
1598,3.574369789,0.155530949
1599,3.547610211,0.155782717
1600,3.518546211,0.156082914
1601,3.488544526,0.156381989
1602,3.460827263,0.156464762
1603,3.439704316,0.156162944
1604,3.423929263,0.155820164
1605,3.414618526,0.155465534
1606,3.414875263,0.155036477
1607,3.425377021,0.15458715
1608,3.442569684,0.154274908
1609,3.465701263,0.153599187
1610,3.493570316,0.152613475
1611,3.523388316,0.151695352
1612,3.553093158,0.150711068
1613,3.579763263,0.149584324
1614,3.602439684,0.148379439
1615,3.62359,0.147126238
1616,3.644071053,0.145896093
1617,3.662215263,0.145029949
1618,3.67583,0.143956022
1619,3.688627895,0.142908982
1620,3.699687895,0.141843197
1621,3.705723617,0.140674142
1622,3.707246526,0.139998998
1623,3.701812842,0.139948112
1624,3.690774211,0.140041143
1625,3.677495053,0.140400366
1626,3.665213579,0.141051995
1627,3.653538842,0.142263295
1628,3.645186526,0.143805549
1629,3.643684255,0.145392724
1630,3.648713579,0.147235801
1631,3.657228737,0.149563574
1632,3.663791684,0.15193866
1633,3.664073053,0.154382608
1634,3.651289684,0.156753008
1635,3.627659895,0.15886069
1636,3.598554211,0.161110402
1637,3.564455053,0.162759869
1638,3.532126211,0.164730885
1639,3.506673579,0.166794234
1640,3.490597368,0.169121626
1641,3.486293684,0.17150935
1642,3.492658737,0.174019576
1643,3.508064526,0.176797624
1644,3.53112234,0.179643054
1645,3.562440316,0.182436122
1646,3.611472947,0.185546304
1647,3.679406842,0.188513227
1648,3.756542737,0.189882218
1649,3.838015579,0.189960437
1650,3.919400947,0.189147843
1651,3.989920947,0.187109741
1652,4.048578191,0.183665966
1653,4.096928421,0.179885741
1654,4.131215789,0.176099546
1655,4.14528,0.17171012
1656,4.142834455,0.16804338
1657,4.1304845,0.164203247
1658,4.113902475,0.161152086
1659,4.095988218,0.158412334
1660,4.080122079,0.156330548
1661,4.0690932,0.154340851
1662,4.059221584,0.153208743
1663,4.044611683,0.151963778
1664,4.021355446,0.151556661
1665,3.991976,0.151631556
1666,3.954807822,0.151687278
1667,3.908267624,0.151637692
1668,3.8570995,0.152025203
1669,3.809140396,0.152432048
1670,3.762071089,0.151969143
1671,3.717810495,0.151576061
1672,3.679012,0.151183837
1673,3.647726337,0.151081897
1674,3.62392505,0.150662922
1675,3.602763663,0.150235974
1676,3.582681,0.149890007
1677,3.567116733,0.14982183
1678,3.554603465,0.149568371
1679,3.54591,0.149246918
1680,3.5399108,0.149186763
1681,3.536368812,0.149596783
1682,3.535403069,0.150191284
1683,3.539214,0.15097296
1684,3.547358317,0.151728473
1685,3.558829505,0.152767372
1686,3.574049505,0.154272926
1687,3.5920874,0.156017915
1688,3.61081703,0.157582297
1689,3.630422178,0.158840758
1690,3.652105347,0.160132244
1691,3.671516,0.161556264
1692,3.689429505,0.16321428
1693,3.706991386,0.165693378
1694,3.730862,0.168354144
1695,3.764801584,0.170469608
1696,3.810697723,0.172190504
1697,3.869060099,0.17366314
1698,3.9329216,0.174933724
1699,3.986196139,0.175860806
1700,4.019417921,0.17647802
1701,4.034083366,0.177309556
1702,4.0333846,0.178592528
1703,4.020478317,0.180319762
1704,3.995842178,0.182307
1705,3.9616568,0.184217962
1706,3.92267099,0.186144236
1707,3.881300198,0.18819636
1708,3.8411,0.190227843
1709,3.8039178,0.192076823
1710,3.768115347,0.193898499
1711,3.732143069,0.195911101
1712,3.693739208,0.198207011
1713,3.6529828,0.200425205
1714,3.613252673,0.202099444
1715,3.579208812,0.203330886
1716,3.55577198,0.204287685
1717,3.547803,0.205307536
1718,3.55763198,0.206539703
1719,3.582500495,0.207834699
1720,3.6185227,0.208814549
1721,3.660185347,0.209134425
1722,3.698845149,0.209026837
1723,3.726230297,0.208964808
1724,3.73899,0.209260219
1725,3.738883366,0.209662702
1726,3.730139109,0.210021391
1727,3.71433,0.210644087
1728,3.6919377,0.211690363
1729,3.667173861,0.21316855
1730,3.644640594,0.21490681
1731,3.62661,0.216681447
1732,3.61389703,0.21828482
1733,3.608706535,0.219776574
1734,3.614956139,0.221495198
1735,3.6351196,0.223494398
1736,3.668902871,0.225384925
1737,3.709863267,0.226701511
1738,3.750211782,0.22745161
1739,3.7878831,0.227860982
1740,3.822434356,0.228007279
1741,3.85220802,0.227934653
1742,3.875348812,0.227676291
1743,3.8891856,0.227311653
1744,3.893251089,0.226825824
1745,3.888694158,0.225950655
1746,3.8756256,0.224787534
1747,3.855062475,0.223306551
1748,3.830435842,0.221605975
1749,3.805639406,0.219713401
1750,3.7818935,0.21765055
1751,3.757605842,0.215543083
1752,3.733308812,0.213453595
1753,3.709894356,0.211172154
1754,3.686482,0.208652873
1755,3.661783861,0.206096902
1756,3.636659604,0.203518907
1757,3.6106038,0.200913251
1758,3.582933564,0.198398027
1759,3.55453505,0.196153418
1760,3.526398812,0.194081184
1761,3.4978076,0.191716227
1762,3.470284554,0.188968291
1763,3.448027525,0.186330189
1764,3.429149505,0.183873648
1765,3.414466,0.181467016
1766,3.40572802,0.179083623
1767,3.404151584,0.176931234
1768,3.409598,0.175111802
1769,3.419371584,0.173456617
1770,3.430109307,0.171981483
1771,3.442230495,0.170810237
1772,3.4574065,0.169869107
1773,3.473972178,0.168949083
1774,3.490907426,0.168368765
1775,3.508465644,0.168155738
1776,3.5277852,0.167433763
1777,3.545858119,0.166989417
1778,3.565182772,0.16643253
1779,3.587995644,0.16589464
1780,3.6114901,0.165688648
1781,3.636526337,0.165324117
1782,3.663076832,0.164792995
1783,3.6900918,0.164280499
1784,3.717845149,0.164106856
1785,3.745987327,0.164291413
1786,3.777671485,0.164212345
1787,3.8138452,0.163783677
1788,3.853539109,0.163630551
1789,3.894753465,0.163456064
1790,3.935414455,0.163346846
1791,3.9700322,0.163394203
1792,3.99411604,0.163204401
1793,4.00472,0.16315319
1794,3.999589159,0.163650088
1795,3.977979065,0.164331381
1796,3.942534019,0.164967695
1797,3.903294074,0.165727292
1798,3.865675888,0.16654966
1799,3.827761121,0.167132239
1800,3.787767383,0.167621028
1801,3.746996355,0.168006486
1802,3.705761495,0.168245692
1803,3.663455327,0.168701506
